V1,V2
annalesregnifrancorum.txt_74.txt,6
annalesregnifrancorum.txt_75.txt,6
annalesregnifrancorum.txt_76.txt,6
annalesregnifrancorum.txt_77.txt,6
annalesregnifrancorum.txt_78.txt,6
annalesregnifrancorum.txt_79.txt,6
annalesregnifrancorum.txt_80.txt,6
annalesregnifrancorum.txt_81.txt,6
annalesregnifrancorum.txt_82.txt,6
annalesregnifrancorum.txt_83.txt,6
annalesregnifrancorum.txt_84.txt,6
annalesregnifrancorum.txt_85.txt,6
annalesregnifrancorum.txt_86.txt,6
annalesregnifrancorum.txt_87.txt,6
annalesregnifrancorum.txt_88.txt,6
annalesregnifrancorum.txt_89.txt,6
annalesregnifrancorum.txt_90.txt,6
annalesregnifrancorum.txt_91.txt,6
annalesregnifrancorum.txt_92.txt,6
annalesregnifrancorum.txt_93.txt,6
annalesregnifrancorum.txt_94.txt,6
annalesregnifrancorum.txt_95.txt,6
annalesregnifrancorum.txt_96.txt,6
annalesregnifrancorum.txt_97.txt,6
annalesregnifrancorum.txt_98.txt,6
annalesregnifrancorum.txt_99.txt,6
annalesregnifrancorum.txt_100.txt,6
annalesregnifrancorum.txt_101.txt,6
annalesregnifrancorum.txt_102.txt,6
annalesregnifrancorum.txt_103.txt,6
annalesregnifrancorum.txt_104.txt,6
annalesregnifrancorum.txt_105.txt,6
annalesregnifrancorum.txt_106.txt,6
annalesregnifrancorum.txt_107.txt,6
annalesregnifrancorum.txt_108.txt,6
annalesregnifrancorum.txt_109.txt,6
annalesregnifrancorum.txt_110.txt,6
annalesregnifrancorum.txt_111.txt,6
annalesregnifrancorum.txt_112.txt,6
annalesregnifrancorum.txt_113.txt,6
annalesregnifrancorum.txt_114.txt,6
annalesregnifrancorum.txt_115.txt,6
annalesregnifrancorum.txt_116.txt,6
annalesregnifrancorum.txt_117.txt,6
annalesregnifrancorum.txt_118.txt,6
annalesregnifrancorum.txt_119.txt,6
annalesregnifrancorum.txt_120.txt,6
annalesregnifrancorum.txt_121.txt,6
annalesregnifrancorum.txt_122.txt,6
annalesregnifrancorum.txt_123.txt,6
annalesregnifrancorum.txt_124.txt,6
annalesregnifrancorum.txt_125.txt,6
annalesregnifrancorum.txt_126.txt,6
annalesregnifrancorum.txt_127.txt,6
annalesregnifrancorum.txt_128.txt,6
annalesregnifrancorum.txt_129.txt,6
annalesregnifrancorum.txt_130.txt,6
annalesregnifrancorum.txt_131.txt,6
annalesregnifrancorum.txt_132.txt,6
annalesregnifrancorum.txt_133.txt,6
annalesregnifrancorum.txt_134.txt,6
annalesregnifrancorum.txt_135.txt,6
annalesregnifrancorum.txt_136.txt,6
annalesregnifrancorum.txt_137.txt,6
annalesregnifrancorum.txt_138.txt,6
annalesregnifrancorum.txt_139.txt,6
annalesregnifrancorum.txt_140.txt,6
annalesregnifrancorum.txt_141.txt,6
annalesregnifrancorum.txt_142.txt,6
annalesregnifrancorum.txt_143.txt,6
annalesregnifrancorum.txt_144.txt,6
annalesregnifrancorum.txt_145.txt,6
annalesregnifrancorum.txt_146.txt,6
annalesregnifrancorum.txt_147.txt,6
annalesregnifrancorum.txt_148.txt,6
annalesregnifrancorum.txt_149.txt,6
annalesregnifrancorum.txt_150.txt,6
annalesregnifrancorum.txt_151.txt,6
annalesvedastini.txt_0.txt,7
annalesvedastini.txt_1.txt,7
annalesvedastini.txt_2.txt,7
annalesvedastini.txt_3.txt,7
annalesvedastini.txt_4.txt,7
annalesvedastini.txt_5.txt,7
annalesvedastini.txt_6.txt,7
annalesvedastini.txt_7.txt,7
annalesvedastini.txt_8.txt,7
annalesvedastini.txt_9.txt,7
annalesvedastini.txt_10.txt,7
annalesvedastini.txt_11.txt,7
annalesvedastini.txt_12.txt,7
annalesvedastini.txt_13.txt,7
annalesvedastini.txt_14.txt,7
annalesvedastini.txt_15.txt,7
annalesvedastini.txt_16.txt,7
annalesvedastini.txt_17.txt,7
annalesvedastini.txt_18.txt,7
annalesvedastini.txt_19.txt,7
annalesvedastini.txt_20.txt,7
annalesvedastini.txt_21.txt,7
annalesvedastini.txt_22.txt,7
annalesvedastini.txt_23.txt,7
annalesvedastini.txt_24.txt,7
annalesvedastini.txt_25.txt,7
annalesvedastini.txt_26.txt,7
annalesvedastini.txt_27.txt,7
annalesvedastini.txt_28.txt,7
annalesvedastini.txt_29.txt,7
annalesvedastini.txt_30.txt,7
annalesvedastini.txt_31.txt,7
annalesvedastini.txt_32.txt,7
annalesvedastini.txt_33.txt,7
annalesvedastini.txt_34.txt,7
annalesvedastini.txt_35.txt,7
annalesvedastini.txt_36.txt,7
annalesvedastini.txt_37.txt,7
annalesvedastini.txt_38.txt,7
annalesvedastini.txt_39.txt,7
annalesvedastini.txt_40.txt,7
annalesvedastini.txt_41.txt,7
annalesvedastini.txt_42.txt,7
annalesvedastini.txt_43.txt,7
annalesvedastini.txt_44.txt,7
annalesvedastini.txt_45.txt,7
annalesvedastini.txt_46.txt,7
annalesvedastini.txt_47.txt,7
annalesvedastini.txt_48.txt,7
annalesvedastini.txt_49.txt,7
annalesvedastini.txt_50.txt,7
annalesvedastini.txt_51.txt,7
annalesvedastini.txt_52.txt,7
anon.deramis.txt.txt,7
anon.martyrio.txt_0.txt,5
anon.martyrio.txt_1.txt,5
anon.martyrio.txt_2.txt,5
anon.martyrio.txt_3.txt,5
anon.martyrio.txt_4.txt,5
anon.martyrio.txt_5.txt,5
anon.martyrio.txt_6.txt,5
anon.martyrio.txt_7.txt,5
anon.martyrio.txt_8.txt,5
anon.martyrio.txt_9.txt,5
anon.martyrio.txt_10.txt,5
anon.martyrio.txt_11.txt,5
anon.martyrio.txt_12.txt,5
anon.martyrio.txt_13.txt,5
anon.martyrio.txt_14.txt,5
anon.martyrio.txt_15.txt,5
anon.martyrio.txt_16.txt,5
anon.nev.txt_0.txt,7
anon.nev.txt_1.txt,7
anon.nev.txt_2.txt,7
anon.nev.txt_3.txt,7
anon.nev.txt_4.txt,7
anon.nev.txt_5.txt,7
anon.nev.txt_6.txt,7
anon.nev.txt_7.txt,7
anon.nev.txt_8.txt,7
anon.nev.txt_9.txt,7
anon.nev.txt_10.txt,7
anon.nev.txt_11.txt,7
anon.nev.txt_12.txt,7
anon.nev.txt_13.txt,7
anon.nev.txt_14.txt,7
anon.nev.txt_15.txt,7
anon.nev.txt_16.txt,7
anon.nev.txt_17.txt,7
anon.nev.txt_18.txt,7
anon.nev.txt_19.txt,7
anon.nev.txt_20.txt,7
anon.nev.txt_21.txt,7
anon.nev.txt_22.txt,7
anon.nev.txt_23.txt,7
anon.nev.txt_24.txt,7
anon.nev.txt_25.txt,7
anon.nev.txt_26.txt,7
anon.nev.txt_27.txt,7
anon.nev.txt_28.txt,7
anon.nev.txt_29.txt,7
anon.nev.txt_30.txt,7
anon.nev.txt_31.txt,7
anon.nev.txt_32.txt,7
anon.nev.txt_33.txt,7
anon.nev.txt_34.txt,7
anon.nev.txt_35.txt,7
anon.nev.txt_36.txt,7
anon.nev.txt_37.txt,7
anon.nev.txt_38.txt,7
anon.nev.txt_39.txt,7
anon.nev.txt_40.txt,7
anselmepistula.txt_0.txt,7
anselmepistula.txt_1.txt,7
anselmepistula.txt_2.txt,7
anselmepistula.txt_3.txt,7
anselmproslogion.txt_0.txt,7
anselmproslogion.txt_1.txt,7
anselmproslogion.txt_2.txt,7
anselmproslogion.txt_3.txt,7
anselmproslogion.txt_4.txt,7
anselmproslogion.txt_5.txt,7
anselmproslogion.txt_6.txt,7
anselmproslogion.txt_7.txt,7
anselmproslogion.txt_8.txt,7
anselmproslogion.txt_9.txt,7
anselmproslogion.txt_10.txt,7
anselmproslogion.txt_11.txt,7
anselmproslogion.txt_12.txt,7
anselmproslogion.txt_13.txt,7
anselmproslogion.txt_14.txt,7
anselmproslogion.txt_15.txt,7
anselmproslogion.txt_16.txt,7
anselmproslogion.txt_17.txt,7
anselmproslogion.txt_18.txt,7
anselmproslogion.txt_19.txt,7
anselmproslogion.txt_20.txt,7
anselmproslogion.txt_21.txt,7
anselmproslogion.txt_22.txt,7
anselmproslogion.txt_23.txt,7
anselmproslogion.txt_24.txt,7
anselmproslogion.txt_25.txt,7
anselmproslogion.txt_26.txt,7
anselmproslogion.txt_27.txt,7
anselmproslogion.txt_28.txt,7
anselmproslogion.txt_29.txt,7
anselmproslogion.txt_30.txt,7
anselmproslogion.txt_31.txt,7
anselmproslogion.txt_32.txt,7
anselmproslogion.txt_33.txt,7
anselmproslogion.txt_34.txt,7
anselmproslogion.txt_35.txt,7
anselmproslogion.txt_36.txt,7
archpoet.txt_0.txt,7
archpoet.txt_1.txt,7
archpoet.txt_2.txt,7
archpoet.txt_3.txt,7
archpoet.txt_4.txt,7
archpoet.txt_5.txt,7
archpoet.txt_6.txt,7
archpoet.txt_7.txt,7
archpoet.txt_8.txt,7
archpoet.txt_9.txt,7
archpoet.txt_10.txt,7
archpoet.txt_11.txt,7
archpoet.txt_12.txt,7
archpoet.txt_13.txt,7
archpoet.txt_14.txt,7
archpoet.txt_15.txt,7
archpoet.txt_16.txt,7
archpoet.txt_17.txt,7
archpoet.txt_18.txt,7
archpoet.txt_19.txt,7
archpoet.txt_20.txt,7
archpoet.txt_21.txt,7
archpoet.txt_22.txt,7
archpoet.txt_23.txt,7
archpoet.txt_24.txt,7
archpoet.txt_25.txt,7
archpoet.txt_26.txt,7
arnulf.txt_0.txt,7
asconius.txt_0.txt,3
asconius.txt_1.txt,3
asconius.txt_2.txt,3
asconius.txt_3.txt,3
asconius.txt_4.txt,3
asconius.txt_5.txt,3
asconius.txt_6.txt,3
asconius.txt_7.txt,3
asconius.txt_8.txt,3
asconius.txt_9.txt,3
asconius.txt_10.txt,3
asconius.txt_11.txt,3
asconius.txt_12.txt,3
asconius.txt_13.txt,3
asconius.txt_14.txt,3
asconius.txt_15.txt,3
asconius.txt_16.txt,3
asconius.txt_17.txt,3
asconius.txt_18.txt,3
asconius.txt_19.txt,3
asconius.txt_20.txt,3
asconius.txt_21.txt,3
asconius.txt_22.txt,3
asconius.txt_23.txt,3
asconius.txt_24.txt,3
asconius.txt_25.txt,3
asconius.txt_26.txt,3
asconius.txt_27.txt,3
asconius.txt_28.txt,3
asconius.txt_29.txt,3
asconius.txt_30.txt,3
asconius.txt_31.txt,3
asconius.txt_32.txt,3
asconius.txt_33.txt,3
asconius.txt_34.txt,3
asconius.txt_35.txt,3
asconius.txt_36.txt,3
asconius.txt_37.txt,3
asconius.txt_38.txt,3
asconius.txt_39.txt,3
asconius.txt_40.txt,3
asconius.txt_41.txt,3
asconius.txt_42.txt,3
asconius.txt_43.txt,3
asconius.txt_44.txt,3
asconius.txt_45.txt,3
asconius.txt_46.txt,3
asconius.txt_47.txt,3
asconius.txt_48.txt,3
asconius.txt_49.txt,3
asconius.txt_50.txt,3
asconius.txt_51.txt,3
asconius.txt_52.txt,3
asconius.txt_53.txt,3
asconius.txt_54.txt,3
asconius.txt_55.txt,3
asconius.txt_56.txt,3
asconius.txt_57.txt,3
asconius.txt_58.txt,3
asconius.txt_59.txt,3
asconius.txt_60.txt,3
asconius.txt_61.txt,3
asconius.txt_62.txt,3
asconius.txt_63.txt,3
asconius.txt_64.txt,3
asconius.txt_65.txt,3
asconius.txt_66.txt,3
asconius.txt_67.txt,3
asconius.txt_68.txt,3
asconius.txt_69.txt,3
asconius.txt_70.txt,3
asconius.txt_71.txt,3
asconius.txt_72.txt,3
asconius.txt_73.txt,3
asconius.txt_74.txt,3
asconius.txt_75.txt,3
asconius.txt_76.txt,3
asconius.txt_77.txt,3
asconius.txt_78.txt,3
asconius.txt_79.txt,3
asconius.txt_80.txt,3
asconius.txt_81.txt,3
asconius.txt_82.txt,3
asconius.txt_83.txt,3
asconius.txt_84.txt,3
asconius.txt_85.txt,3
asconius.txt_86.txt,3
asconius.txt_87.txt,3
asconius.txt_88.txt,3
asconius.txt_89.txt,3
asconius.txt_90.txt,3
asconius.txt_91.txt,3
asconius.txt_92.txt,3
asconius.txt_93.txt,3
asconius.txt_94.txt,3
asconius.txt_95.txt,3
asconius.txt_96.txt,3
asconius.txt_97.txt,3
asconius.txt_98.txt,3
asconius.txt_99.txt,3
asconius.txt_100.txt,3
asconius.txt_101.txt,3
asconius.txt_102.txt,3
asconius.txt_103.txt,3
asconius.txt_104.txt,3
asconius.txt_105.txt,3
